A	B	Score
DMTN	ADD3	902
ITGB3	ADGRA2	902
CD55	ADGRE5	900
ADH1B	ADH1A	900
ADH1C	ADH1A	900
ADH1C	ADH1B	900
ALDH9A1	ADH5	930
ESD	ADH5	921
ADIPOQ	ADIPOR1	910
ADIPOR2	ADIPOR1	902
ADIPOQ	ADIPOR2	906
GNB1	ADM	900
CALCRL	ADM2	925
GNB1	ADM2	900
GNGT2	ADM2	900
ADORA2A	ADORA1	824
BDKRB2	ADORA1	800
GNAI3	ADORA1	914
GNAT3	ADORA1	914
GNB1	ADORA1	915
GNG10	ADORA1	912
GNG12	ADORA1	912
GNG4	ADORA1	912
GNG5	ADORA1	912
GNG7	ADORA1	912
GNGT2	ADORA1	912
ADORA1	ADORA2B	822
ADORA2A	ADORA2B	808
GNAS	ADORA2B	919
GNB1	ADORA2B	915
GNB2	ADORA2B	915
GNG10	ADORA2B	912
GNG12	ADORA2B	912
GNG2	ADORA2B	923
GNG4	ADORA2B	912
GNG5	ADORA2B	912
GNG7	ADORA2B	912
GNGT2	ADORA2B	912
G6PC2	ADPGK	800
HK1	ADPGK	809
HKDC1	ADPGK	809
NUDT5	ADPRM	804
GNA13	ADRA1A	914
GNB1	ADRA1A	915
GNG4	ADRA1A	913
GNG7	ADRA1A	912
GNGT2	ADRA1A	912
ADRA1A	ADRA1B	872
ADRA1D	ADRA1B	860
AGT	ADRA1B	902
AGTR2	ADRA1B	900
ARRB1	ADRA1B	909
CCL4	ADRA1B	908
CCR3	ADRA1B	900
CXCL12	ADRA1B	910
CXCR4	ADRA1B	900
EDN1	ADRA1B	908
F2	ADRA1B	900
FPR1	ADRA1B	900
GNA13	ADRA1B	914
GNA14	ADRA1B	914
GNAS	ADRA1B	907
GNB1	ADRA1B	915
GNG10	ADRA1B	912
GNG12	ADRA1B	912
GNG2	ADRA1B	912
GNG4	ADRA1B	912
GNG5	ADRA1B	912
GNG7	ADRA1B	912
GNGT2	ADRA1B	912
P2RY2	ADRA1B	900
ADRA1A	ADRA1D	804
GNA13	ADRA1D	919
GNB1	ADRA1D	915
GNG4	ADRA1D	912
GNG7	ADRA1D	912
GNGT2	ADRA1D	912
GNAI1	ADRA2A	914
GNAI2	ADRA2A	914
GNAI3	ADRA2A	914
GNAT3	ADRA2A	914
GNAZ	ADRA2A	914
GNB1	ADRA2A	915
GNB2	ADRA2A	915
GNG10	ADRA2A	912
GNG12	ADRA2A	912
GNG2	ADRA2A	912
GNG3	ADRA2A	912
GNG4	ADRA2A	912
GNG5	ADRA2A	912
GNG7	ADRA2A	912
GNG8	ADRA2A	912
GNGT2	ADRA2A	912
GNB1	ADRA2B	915
GNAZ	ADRA2C	914
GNB1	ADRA2C	915
GNGT2	ADRA2C	912
GNAS	ADRB1	914
GNB1	ADRB1	915
GNG10	ADRB1	912
GNG12	ADRB1	912
GNG4	ADRB1	912
GNG5	ADRB1	912
GNG7	ADRB1	912
GNGT2	ADRB1	912
AAK1	ADRB2	900
ACTR2	ADRB2	900
ADRA1B	ADRB2	902
ADRB1	ADRB2	853
ADRB3	ADRB2	829
AGT	ADRB2	901
AGTR2	ADRB2	900
AMPH	ADRB2	900
AP2A1	ADRB2	900
AP2A2	ADRB2	901
AP2B1	ADRB2	900
ARPC4	ADRB2	900
ARRB1	ADRB2	915
ARRB2	ADRB2	915
BIN1	ADRB2	900
CCL4	ADRB2	908
CCR3	ADRB2	900
CHRM1	ADRB2	900
CLTB	ADRB2	900
CLTC	ADRB2	900
CLTCL1	ADRB2	900
CTTN	ADRB2	900
CXCL12	ADRB2	910
CXCR4	ADRB2	900
DNAJC6	ADRB2	900
DNM1	ADRB2	901
DNM2	ADRB2	901
DNM3	ADRB2	901
EDN1	ADRB2	908
EPS15	ADRB2	902
EZR	ADRB2	900
F2	ADRB2	900
FCHO1	ADRB2	900
FCHO2	ADRB2	900
FNBP1	ADRB2	900
FPR1	ADRB2	900
GAK	ADRB2	900
GAPVD1	ADRB2	901
GNAS	ADRB2	914
GNB1	ADRB2	915
GNG10	ADRB2	912
GNG12	ADRB2	912
GNG2	ADRB2	912
GNG4	ADRB2	912
GNG5	ADRB2	912
GNG7	ADRB2	912
GNGT2	ADRB2	912
GRK2	ADRB2	913
GRK3	ADRB2	913
GRK5	ADRB2	913
GRK6	ADRB2	913
HIP1	ADRB2	900
HSPA8	ADRB2	902
ITSN1	ADRB2	902
ITSN2	ADRB2	902
NECAP1	ADRB2	900
NECAP2	ADRB2	900
OCRL	ADRB2	900
P2RY2	ADRB2	900
PACSIN1	ADRB2	900
PACSIN3	ADRB2	900
PRKACB	ADRB2	900
PRKACG	ADRB2	900
PRKAR1A	ADRB2	900
PRKAR1B	ADRB2	900
RAB5B	ADRB2	900
RAB5C	ADRB2	900
REPS1	ADRB2	900
SGIP1	ADRB2	900
SH3GL2	ADRB2	910
SH3GL3	ADRB2	901
SNX18	ADRB2	905
SNX9	ADRB2	902
SYNJ1	ADRB2	903
SYNJ2	ADRB2	911
TRIP10	ADRB2	900
USP20	ADRB2	900
USP33	ADRB2	900
ADRB1	ADRB3	838
GNAS	ADRB3	919
GNB1	ADRB3	915
GNG10	ADRB3	912
GNG12	ADRB3	912
GNG4	ADRB3	912
GNG5	ADRB3	912
GNG7	ADRB3	912
GNGT2	ADRB3	912
PSMB3	ADRM1	962
PSMC3	ADRM1	962
SEM1	ADRM1	900
ADSS2	ADSS1	811
BAP1	AEBP2	902
CBX6	AEBP2	915
COMMD3-BMI1	AEBP2	902
EZH1	AEBP2	942
H2AB1	AEBP2	912
H2AJ	AEBP2	906
H2AX	AEBP2	905
H2BC11	AEBP2	903
H2BC14	AEBP2	903
H2BC15	AEBP2	903
H2BC17	AEBP2	903
H2BC3	AEBP2	903
H2BC9	AEBP2	903
H2BS1	AEBP2	903
HDAC2	AEBP2	912
PCGF2	AEBP2	901
PCGF5	AEBP2	901
PHC1	AEBP2	902
PHC3	AEBP2	902
UBAP2L	AEBP2	900
ACTG1	AFDN	802
CTNNA2	AFDN	827
CTNNA3	AFDN	810
HRAS	AFDN	830
LMO7	AFDN	804
NECTIN3	AFDN	904
PVR	AFDN	912
SIPA1	AFDN	905
CCNK	AFF4	915
CDC73	AFF4	906
CDK9	AFF4	965
CTDP1	AFF4	902
CTR9	AFF4	914
EAF1	AFF4	913
EAF2	AFF4	906
ELOA	AFF4	902
ELOA2	AFF4	902
ELOA3	AFF4	902
ELOA3D	AFF4	902
ELOC	AFF4	902
ERCC2	AFF4	913
ERCC3	AFF4	900
GTF2F1	AFF4	900
GTF2F2	AFF4	900
GTF2H1	AFF4	913
GTF2H2	AFF4	900
GTF2H3	AFF4	923
GTF2H5	AFF4	900
IWS1	AFF4	913
LEO1	AFF4	905
MLLT3	AFF4	942
NELFA	AFF4	900
NELFB	AFF4	900
NELFCD	AFF4	900
NELFE	AFF4	902
POLR2B	AFF4	908
POLR2D	AFF4	900
POLR2E	AFF4	900
POLR2F	AFF4	904
POLR2G	AFF4	900
POLR2H	AFF4	900
POLR2J	AFF4	900
POLR2K	AFF4	900
POLR2L	AFF4	900
RTF1	AFF4	911
SSRP1	AFF4	907
SUPT5H	AFF4	902
SUPT6H	AFF4	901
TCEA1	AFF4	902
WDR61	AFF4	902
MAIP1	AFG3L2	900
PHB	AFG3L2	934
PHB2	AFG3L2	952
SMDT1	AFG3L2	901
AP1G2	AFTPH	905
AP1S1	AFTPH	902
AP2A1	AFTPH	905
AP2S1	AFTPH	901
AP3S1	AFTPH	901
AP3S2	AFTPH	901
AP4B1	AFTPH	900
AP4E1	AFTPH	905
AP4M1	AFTPH	905
AP5B1	AFTPH	900
AP5M1	AFTPH	905
AP5S1	AFTPH	900
CLTA	AFTPH	900
CLTC	AFTPH	902
COPA	AFTPH	900
COPB2	AFTPH	900
COPG2	AFTPH	900
COPZ1	AFTPH	900
COPZ2	AFTPH	900
DIPK2A	AFTPH	900
KCNQ5	AFTPH	900
KLHL12	AFTPH	900
NCALD	AFTPH	900
PDCD6	AFTPH	901
PEF1	AFTPH	901
SAR1A	AFTPH	900
SCYL1	AFTPH	900
SEC13	AFTPH	900
SEC23A	AFTPH	900
SEC24A	AFTPH	900
SEC24B	AFTPH	900
SEC24C	AFTPH	900
SEC24D	AFTPH	900
SEC31A	AFTPH	900
SEC31B	AFTPH	900
TMED7	AFTPH	900
ITGAM	AGER	900
ITGB2	AGER	900
SAA1	AGER	900
AP2B1	AGFG1	912
ARPC4	AGFG1	900
CLTC	AGFG1	919
CLTCL1	AGFG1	919
FCHO1	AGFG1	929
FCHO2	AGFG1	954
FNBP1	AGFG1	902
HSPA8	AGFG1	904
NECAP2	AGFG1	916
PACSIN1	AGFG1	905
PACSIN3	AGFG1	902
RAB5C	AGFG1	912
REPS1	AGFG1	909
SYNJ1	AGFG1	909
APBB1IP	AGGF1	900
ARRB1	AGGF1	900
ARRB2	AGGF1	900
CNKSR1	AGGF1	900
CNKSR2	AGGF1	900
FGG	AGGF1	900
FN1	AGGF1	900
ITGB3	AGGF1	900
KSR1	AGGF1	900
KSR2	AGGF1	900
MARK3	AGGF1	900
RAP1A	AGGF1	900
SRC	AGGF1	900
DICER1	AGO1	965
H2AB1	AGO1	901
H2AC6	AGO1	901
H2AJ	AGO1	901
H2AX	AGO1	905
H2BC11	AGO1	902
H2BC13	AGO1	900
H2BC14	AGO1	900
H2BC15	AGO1	900
H2BC17	AGO1	900
H2BC3	AGO1	900
H2BC9	AGO1	900
H2BS1	AGO1	902
MOV10	AGO1	906
POLR2B	AGO1	909
POLR2E	AGO1	901
POLR2F	AGO1	932
POLR2H	AGO1	900
TNRC6A	AGO1	927
TNRC6B	AGO1	904
AGO1	AGO2	907
CLP1	AGO2	900
DHX9	AGO2	905
DICER1	AGO2	965
EIF4E	AGO2	916
EIF4E2	AGO2	905
H2AB1	AGO2	901
H2AC14	AGO2	901
H2AC20	AGO2	901
H2AC6	AGO2	901
H2AC7	AGO2	901
H2AJ	AGO2	901
H2AX	AGO2	901
H2AZ1	AGO2	923
H2AZ2	AGO2	923
H2BC1	AGO2	912
H2BC11	AGO2	902
H2BC12	AGO2	902
H2BC13	AGO2	900
H2BC14	AGO2	900
H2BC15	AGO2	900
H2BC17	AGO2	900
H2BC21	AGO2	900
H2BC3	AGO2	900
H2BC5	AGO2	900
H2BC9	AGO2	900
H2BS1	AGO2	902
IPO8	AGO2	901
MOV10	AGO2	906
NCBP1	AGO2	905
NCBP2	AGO2	902
NCBP3	AGO2	900
POLR2B	AGO2	909
POLR2D	AGO2	901
POLR2E	AGO2	901
POLR2F	AGO2	919
POLR2G	AGO2	906
POLR2H	AGO2	900
POLR2I	AGO2	912
POLR2J	AGO2	917
POLR2K	AGO2	900
POLR2L	AGO2	900
POP1	AGO2	902
POP4	AGO2	900
POP5	AGO2	900
POP7	AGO2	900
PRKRA	AGO2	932
PRORP	AGO2	900
RAMAC	AGO2	900
RNMT	AGO2	900
RPP14	AGO2	900
RPP21	AGO2	900
RPP25	AGO2	900
RPP30	AGO2	900
TARBP2	AGO2	932
TNRC6A	AGO2	927
TNRC6B	AGO2	905
TNRC6C	AGO2	940
XPO5	AGO2	905
DICER1	AGO3	965
MOV10	AGO3	906
TNRC6A	AGO3	925
TNRC6B	AGO3	912
DICER1	AGO4	961
MOV10	AGO4	906
TNRC6A	AGO4	927
TNRC6B	AGO4	904
AGPAT3	AGPAT1	859
AGPAT1	AGPAT2	800
AGPAT3	AGPAT2	859
AGPAT1	AGPAT4	859
AGPAT2	AGPAT4	859
AGPAT3	AGPAT4	805
MBOAT1	AGPAT4	837
AGPAT1	AGPAT5	856
AGPAT2	AGPAT5	884
AGPAT3	AGPAT5	855
AGPAT4	AGPAT5	853
LCLAT1	AGPAT5	845
MBOAT1	AGPAT5	837
MBOAT2	AGPAT5	837
GNPAT	AGPS	960
PEX10	AGPS	903
PEX12	AGPS	904
PEX13	AGPS	902
PEX14	AGPS	917
PEX2	AGPS	902
PEX7	AGPS	902
APOC2	AGRN	900
ATP1A3	AGRN	800
DAG1	AGRN	927
ITGA6	AGRN	903
ITGA7	AGRN	903
ITGB1	AGRN	905
LAMA1	AGRN	912
LAMA2	AGRN	912
LAMB2	AGRN	915
LAMB3	AGRN	915
NCAM1	AGRN	902
PAK4	AGRN	900
MC4R	AGRP	904
POMC	AGRP	900
SDC3	AGRP	900
AGTR1	AGT	912
AGTR2	AGT	931
ARRB1	AGT	900
CCL4	AGT	900
CCR3	AGT	903
CXCL12	AGT	900
CXCR4	AGT	905
EDN1	AGT	900
EZR	AGT	900
FGR	AGT	900
FPR1	AGT	901
GNA14	AGT	900
GNAI3	AGT	900
GNAS	AGT	900
GNAT3	AGT	904
GNB1	AGT	905
GNG10	AGT	900
GNG12	AGT	900
GNG4	AGT	900
GNG5	AGT	900
GNG7	AGT	902
GNGT2	AGT	900
HCK	AGT	900
PRKACB	AGT	900
PRKACG	AGT	900
PRKAR1A	AGT	900
PRKAR1B	AGT	900
SRC	AGT	900
AP2B1	AGTR1	900
CLTC	AGTR1	900
CLTCL1	AGTR1	900
FCHO1	AGTR1	900
GNB1	AGTR1	915
GNGT2	AGTR1	912
HSPA8	AGTR1	901
PACSIN1	AGTR1	900
PACSIN3	AGTR1	902
RAB5C	AGTR1	900
AGTR1	AGTR2	820
ARRB1	AGTR2	909
CCL4	AGTR2	908
CCR3	AGTR2	900
CXCL12	AGTR2	910
CXCR4	AGTR2	900
EDN1	AGTR2	908
FPR1	AGTR2	900
GNAT3	AGTR2	914
GNB1	AGTR2	915
GNG10	AGTR2	912
GNG4	AGTR2	912
GNG7	AGTR2	912
GNGT2	AGTR2	912
APBB1IP	AGTRAP	900
ARRB1	AGTRAP	900
ARRB2	AGTRAP	900
CNKSR1	AGTRAP	900
CNKSR2	AGTRAP	900
FGG	AGTRAP	900
FN1	AGTRAP	900
ITGB3	AGTRAP	900
KSR1	AGTRAP	900
KSR2	AGTRAP	900
MARK3	AGTRAP	900
RACK1	AGTRAP	800
RAP1A	AGTRAP	900
SRC	AGTRAP	900
GPT	AGXT	875
GPT2	AGXT	875
PEX12	AGXT	904
PEX14	AGXT	902
PEX2	AGXT	904
AGXT	AGXT2	842
BCAT1	AGXT2	849
BCAT2	AGXT2	849
GPT	AGXT2	835
GPT2	AGXT2	835
BUB3	AHCTF1	900
CDC20	AHCTF1	902
CDC42	AHCTF1	900
CDCA8	AHCTF1	900
CENPF	AHCTF1	905
CENPI	AHCTF1	902
CENPK	AHCTF1	901
CENPN	AHCTF1	901
CENPO	AHCTF1	900
CENPP	AHCTF1	900
CENPT	AHCTF1	901
CKAP5	AHCTF1	904
CLASP2	AHCTF1	902
CLIP1	AHCTF1	916
DSN1	AHCTF1	901
DYNC1I2	AHCTF1	900
DYNLL1	AHCTF1	900
DYNLL2	AHCTF1	900
INCENP	AHCTF1	905
ITGB3BP	AHCTF1	900
KIF2A	AHCTF1	902
KIF2C	AHCTF1	902
MAD1L1	AHCTF1	900
MAPRE1	AHCTF1	900
MIS12	AHCTF1	900
NDE1	AHCTF1	907
NSL1	AHCTF1	900
NUP160	AHCTF1	914
NUP37	AHCTF1	936
PAFAH1B1	AHCTF1	902
PPP2CA	AHCTF1	902
PPP2R5C	AHCTF1	902
PPP2R5D	AHCTF1	905
RANGAP1	AHCTF1	905
RCC2	AHCTF1	900
SEC13	AHCTF1	941
SPC24	AHCTF1	901
STAG1	AHCTF1	902
XPO1	AHCTF1	902
ZWINT	AHCTF1	902
AHCYL1	AHCY	830
AHCYL2	AHCY	830
ITPR2	AHCYL1	902
ITPR3	AHCYL1	900
AHCYL1	AHCYL2	944
ACTR1A	AHI1	902
ALMS1	AHI1	900
CC2D2A	AHI1	952
CDK1	AHI1	900
CENPJ	AHI1	906
CEP131	AHI1	900
CEP152	AHI1	919
CEP162	AHI1	912
CEP192	AHI1	901
CEP250	AHI1	901
CEP290	AHI1	958
CEP78	AHI1	902
CEP83	AHI1	902
CETN2	AHI1	906
CKAP5	AHI1	902
CNTRL	AHI1	902
CSNK1E	AHI1	902
DCTN2	AHI1	914
DYNC1I2	AHI1	902
DYNLL1	AHI1	904
HAUS5	AHI1	901
HAUS6	AHI1	902
HAUS7	AHI1	900
MAPRE1	AHI1	902
MKS1	AHI1	905
NDE1	AHI1	916
NEDD1	AHI1	902
NPHP4	AHI1	934
ODF2	AHI1	900
PAFAH1B1	AHI1	902
RAB3IP	AHI1	901
SFI1	AHI1	902
TCTN1	AHI1	912
TCTN3	AHI1	900
TMEM216	AHI1	950
TMEM67	AHI1	957
AIP	AHR	923
AIPL1	AHR	830
ARNT	AHR	972
ARNT2	AHR	950
HSP90AA1	AHR	915
HSP90AB1	AHR	960
PTGES3	AHR	957
ARNT	AHRR	931
BMPR1B	AHSG	900
RGMA	AHSG	900
PPIA	AIFM1	833
CARD8	AIM2	901
CASP1	AIM2	915
CASP5	AIM2	905
NLRP1	AIM2	900
AIMP1	AIMP2	947
DARS1	AIMP2	912
EEF1E1	AIMP2	909
EPRS1	AIMP2	916
IARS1	AIMP2	905
KARS1	AIMP2	911
LARS1	AIMP2	905
MARS1	AIMP2	915
QARS1	AIMP2	911
RARS1	AIMP2	920
AIPL1	AIP	800
HSP90AA1	AIP	905
HSP90AB1	AIP	943
PTGES3	AIP	928
ACTR1A	AJUBA	900
AKAP9	AJUBA	900
ALMS1	AJUBA	900
CCP110	AJUBA	900
CDK1	AJUBA	904
CDK5RAP2	AJUBA	900
CENPJ	AJUBA	901
CEP131	AJUBA	900
CEP152	AJUBA	901
CEP164	AJUBA	902
CEP192	AJUBA	901
CEP250	AJUBA	900
CEP290	AJUBA	900
CEP57	AJUBA	901
CEP63	AJUBA	900
CEP70	AJUBA	900
CEP72	AJUBA	900
CEP78	AJUBA	901
CETN2	AJUBA	901
CKAP5	AJUBA	902
CLASP1	AJUBA	900
CNTRL	AJUBA	904
CSNK1D	AJUBA	904
CSNK1E	AJUBA	904
CUL2	AJUBA	900
DCTN2	AJUBA	900
DYNC1H1	AJUBA	901
DYNC1I2	AJUBA	900
DYNLL1	AJUBA	900
EED	AJUBA	900
EGLN1	AJUBA	900
ELOC	AJUBA	900
EPAS1	AJUBA	901
EZH2	AJUBA	901
FGFR1OP	AJUBA	900
H2AB1	AJUBA	902
H2AC14	AJUBA	902
H2AC20	AJUBA	902
H2AC6	AJUBA	902
H2AC7	AJUBA	902
H2AJ	AJUBA	902
H2AX	AJUBA	902
H2AZ1	AJUBA	902
H2AZ2	AJUBA	902
H2BC1	AJUBA	900
H2BC11	AJUBA	900
H2BC12	AJUBA	900
H2BC13	AJUBA	900
H2BC14	AJUBA	900
H2BC15	AJUBA	900
H2BC17	AJUBA	900
H2BC21	AJUBA	900
H2BC3	AJUBA	900
H2BC5	AJUBA	900
H2BC9	AJUBA	900
H2BS1	AJUBA	900
HAUS1	AJUBA	900
HAUS5	AJUBA	901
HAUS6	AJUBA	902
HAUS7	AJUBA	901
HDAC3	AJUBA	900
HIF1A	AJUBA	901
HIF3A	AJUBA	901
HSP90AA1	AJUBA	900
LIMD1	AJUBA	817
MAPRE1	AJUBA	900
NCOR1	AJUBA	902
NDE1	AJUBA	900
NEDD1	AJUBA	902
NEK2	AJUBA	902
NINL	AJUBA	900
ODF2	AJUBA	900
OFD1	AJUBA	901
PAFAH1B1	AJUBA	902
PCM1	AJUBA	901
PCNT	AJUBA	901
PLK1	AJUBA	901
PLK4	AJUBA	900
PPP2R1A	AJUBA	901
PRKACA	AJUBA	903
PRKAR2B	AJUBA	902
RARG	AJUBA	907
RBBP4	AJUBA	902
RBBP7	AJUBA	902
RPS27A	AJUBA	902
RXRA	AJUBA	904
SDCCAG8	AJUBA	901
SFI1	AJUBA	901
SSNA1	AJUBA	900
SUZ12	AJUBA	901
TUBA1A	AJUBA	900
TUBB	AJUBA	902
TUBB4A	AJUBA	901
TUBB4B	AJUBA	901
UBA52	AJUBA	901
UBB	AJUBA	900
UBC	AJUBA	900
WTIP	AJUBA	817
YWHAE	AJUBA	900
YWHAG	AJUBA	900
AMPD3	AK2	826
AK9	AK6	841
ATXN7L3	AK6	900
C17orf49	AK6	900
CHD8	AK6	903
E2F6	AK6	900
ENY2	AK6	902
ERCC2	AK6	900
GTF2A1	AK6	900
GTF2A2	AK6	906
GTF2F1	AK6	900
GTF2H3	AK6	900
GTF2H5	AK6	902
INO80C	AK6	900
KAT8	AK6	900
KMT2A	AK6	902
RUVBL2	AK6	903
TADA2A	AK6	900
TAF1	AK6	900
TAF6	AK6	900
TBP	AK6	900
TCEA1	AK6	905
NME6	AK9	866
PRKACA	AKAP10	914
PRKACB	AKAP10	914
PRKACG	AKAP10	914
PRKAR1A	AKAP10	907
PRKAR1B	AKAP10	916
PRKAR2A	AKAP10	907
PRKAR2B	AKAP10	907
PRKACB	AKAP13	900
PRKACG	AKAP13	900
PRKACB	AKAP4	900
PRKAR1B	AKAP4	900
PPP3CB	AKAP5	907
PRKAR1B	AKAP5	908
PRKCA	AKAP5	942
ROBO2	AKAP5	902
NCAPD2	AKAP8	900
PRKACB	AKAP8	900
PRKACG	AKAP8	900
PRKAG1	AKAP8	900
ACTN2	AKAP9	900
ACTR1A	AKAP9	900
AHI1	AKAP9	913
ALMS1	AKAP9	900
APBB1IP	AKAP9	900
ARRB1	AKAP9	900
ARRB2	AKAP9	900
BORA	AKAP9	902
CAMK2A	AKAP9	900
CAMK2B	AKAP9	900
CC2D2A	AKAP9	913
CCP110	AKAP9	931
CDK1	AKAP9	913
CDK11A	AKAP9	900
CDK11B	AKAP9	900
CENPJ	AKAP9	939
CEP131	AKAP9	907
CEP152	AKAP9	938
CEP162	AKAP9	902
CEP192	AKAP9	902
CEP250	AKAP9	902
CEP290	AKAP9	916
CEP78	AKAP9	903
CEP83	AKAP9	900
CETN2	AKAP9	900
CKAP5	AKAP9	913
CNKSR1	AKAP9	900
CNKSR2	AKAP9	900
CNTRL	AKAP9	902
CSNK1E	AKAP9	900
DCTN2	AKAP9	907
DLG4	AKAP9	902
DYNC1H1	AKAP9	910
DYNC1I2	AKAP9	902
DYNLL1	AKAP9	900
FGFR1OP	AKAP9	900
GRIN1	AKAP9	904
GRIN2A	AKAP9	909
GRIN2B	AKAP9	914
HAUS5	AKAP9	900
HAUS6	AKAP9	910
HAUS7	AKAP9	900
HMMR	AKAP9	900
ITGB3	AKAP9	900
KCNE5	AKAP9	921
KSR1	AKAP9	900
KSR2	AKAP9	900
MAPRE1	AKAP9	902
MARK3	AKAP9	900
MKS1	AKAP9	902
MZT1	AKAP9	900
NDE1	AKAP9	919
NEDD1	AKAP9	916
NEFL	AKAP9	900
NEK2	AKAP9	900
NME7	AKAP9	904
NPHP4	AKAP9	900
NUMA1	AKAP9	902
ODF2	AKAP9	904
PAFAH1B1	AKAP9	904
PCNT	AKAP9	902
PPP2R5D	AKAP9	900
PRKACB	AKAP9	900
PRKACG	AKAP9	900
RAB3IP	AKAP9	900
RAP1A	AKAP9	903
RASGRF1	AKAP9	900
SDCCAG8	AKAP9	901
SFI1	AKAP9	900
SRC	AKAP9	900
TCTN1	AKAP9	900
TCTN3	AKAP9	900
TMEM216	AKAP9	900
TMEM67	AKAP9	902
TUBGCP2	AKAP9	906
TUBGCP5	AKAP9	923
AKR1B10	AKR1B1	809
AKR1C2	AKR1C3	800
HSD17B1	AKR1C3	804
HSD17B6	AKR1C3	804
AKR7A3	AKR7A2	887
PHLPP2	AKT1	811
PTGES3	AKT1	900
LAMTOR3	AKT1S1	900
MLST8	AKT1S1	913
SLC38A9	AKT1S1	905
YWHAZ	AKT1S1	904
AKT1	AKT2	873
CDKN1A	AKT2	904
AKT1	AKT3	809
AKT2	AKT3	873
PDPK1	AKT3	942
THEM4	AKT3	901
HOOK2	AKTIP	900
FAM20C	ALB	900
CD6	ALCAM	801
L1CAM	ALCAM	905
AOX1	ALDH1A1	810
ALDH1A1	ALDH1A2	800
AOX1	ALDH1A2	810
RDH11	ALDH1A2	817
RDH12	ALDH1A2	817
ALDH1L1	ALDH1L2	800
ALDH1B1	ALDH2	803
ALDH3A2	ALDH2	858
ALDH1B1	ALDH3A2	858
ALG10B	ALG10	800
ALG13	ALG14	920
ASCC1	ALKBH3	900
ASCC2	ALKBH3	900
ASCC3	ALKBH3	905
TCTN3	ALMS1	900
ALOX15	ALOX15B	818
ALOX5AP	ALOX5	922
COL4A1	ALPL	900
COL4A3	ALPL	900
COL4A4	ALPL	900
COL4A6	ALPL	900
ARF1	ALPP	900
RAC1	ALS2	802
CHERP	ALYREF	900
CLP1	ALYREF	923
CPSF1	ALYREF	936
CWC15	ALYREF	900
CWC25	ALYREF	900
DDX42	ALYREF	909
HNRNPC	ALYREF	909
HSPA8	ALYREF	904
LSM6	ALYREF	900
NUP153	ALYREF	910
NUP37	ALYREF	902
NUP62	ALYREF	900
NUP88	ALYREF	903
NXF1	ALYREF	927
NXF2	ALYREF	847
NXF5	ALYREF	855
PLRG1	ALYREF	900
POLR2E	ALYREF	900
POM121C	ALYREF	900
PRPF8	ALYREF	900
PUF60	ALYREF	900
RBM8A	ALYREF	936
RNPS1	ALYREF	921
SAP18	ALYREF	819
SNRNP70	ALYREF	912
SRRT	ALYREF	900
SRSF5	ALYREF	927
ZBED6	ALYREF	900
PEX12	AMACR	901
FAM20C	AMBN	902
IGLL5	AMBP	900
DYNLL2	AMBRA1	912
OS9	AMFR	923
RAD23B	AMFR	925
SEL1L	AMFR	916
UBXN1	AMFR	937
VCP	AMFR	915
ACVR1	AMH	909
AMHR2	AMH	924
FKBP1A	AMH	900
ACVR1	AMHR2	935
BMPR2	AMHR2	800
FKBP1A	AMHR2	905
CUBN	AMN	939
AMOTL1	AMOT	838
AMOTL2	AMOT	863
WWTR1	AMOT	824
YAP1	AMOT	818
AMOTL2	AMOTL1	841
WWTR1	AMOTL1	903
YAP1	AMOTL1	905
YAP1	AMOTL2	903
AK2	AMPD2	826
AMPD1	AMPD2	804
AMPD3	AMPD2	800
NT5C3B	AMPD2	830
AMPD1	AMPD3	804
NT5C3B	AMPD3	829
AAK1	AMPH	913
ACTR2	AMPH	930
AGFG1	AMPH	900
AGTR1	AMPH	900
AP2A1	AMPH	909
AP2B1	AMPH	903
ARPC4	AMPH	903
ARRB1	AMPH	902
ARRB2	AMPH	901
AVP	AMPH	902
CD3G	AMPH	900
CHRM2	AMPH	902
CLTC	AMPH	918
CLTCL1	AMPH	933
CTTN	AMPH	901
DNAJC6	AMPH	903
DNM1	AMPH	915
DNM2	AMPH	923
DNM3	AMPH	925
EPN1	AMPH	914
EPS15	AMPH	919
EPS15L1	AMPH	919
FNBP1	AMPH	913
FZD4	AMPH	900
GAPVD1	AMPH	902
HSPA8	AMPH	900
IGF2R	AMPH	900
ITSN1	AMPH	918
KIAA0319	AMPH	902
LDLR	AMPH	901
LDLRAP1	AMPH	902
NECAP2	AMPH	915
OCRL	AMPH	913
PACSIN1	AMPH	919
PACSIN3	AMPH	916
PICALM	AMPH	909
RAB5B	AMPH	912
RAB5C	AMPH	912
REPS1	AMPH	900
REPS2	AMPH	902
SGIP1	AMPH	913
SH3GL2	AMPH	916
SH3KBP1	AMPH	900
SLC18A3	AMPH	902
SLC2A8	AMPH	912
SNAP91	AMPH	909
SNX9	AMPH	930
STAM	AMPH	913
STON1	AMPH	902
STON2	AMPH	902
SYNJ1	AMPH	922
SYT11	AMPH	902
SYT2	AMPH	902
SYT8	AMPH	900
TF	AMPH	904
TFRC	AMPH	902
TGOLN2	AMPH	900
UBA52	AMPH	904
UBC	AMPH	902
GCSH	AMT	966
GLDC	AMT	967
SHMT1	AMT	898
SHMT2	AMT	898
AMY2A	AMY1A	800
AMY1A	AMY2B	800
AMY2A	AMY2B	800
ANAPC10	ANAPC1	982
ANAPC11	ANAPC1	965
